Title,Year,Target Age >,IMDb,Netflix,Hulu,Prime Video,Disney+
Home Fires,2015,7.0,8.2,0,0,1,0
Inside Edge,2017,18.0,8.0,0,0,1,0
Enlightened,2011,18.0,7.5,0,0,1,0
Briarpatch,2020,18.0,6.4,0,0,1,0
Wolf Hall,2015,16.0,8.1,0,0,1,0
The Comeback,2005,18.0,8.0,0,0,1,0
Absentia,2017,18.0,7.3,0,0,1,0
Trapped,2015,18.0,8.1,0,0,1,0
Tin Star,2017,18.0,7.3,0,0,1,0
Too Old to Die Young,2019,18.0,7.4,0,0,1,0
"Kill Me, Heal Me",2015,16.0,8.3,0,0,1,0
The Carol Burnett Show,1967,0.0,8.8,0,0,1,0
Beavis and Butt-head,1993,16.0,7.5,0,0,1,0
How to Make It in America,2010,18.0,7.9,0,0,1,0
Unforgotten,2015,18.0,8.2,0,0,1,0
Howards End,2017,7.0,7.3,0,0,1,0
Conversations with a Killer: The Ted Bundy Tapes,2019,18.0,7.8,0,0,1,0
Grantchester,2014,16.0,7.9,0,0,1,0
Baseball,1994,16.0,9.2,0,0,1,0
Britannia,2018,16.0,6.7,0,0,1,0
Toradora!,2008,16.0,8.1,0,0,1,0
Made In Abyss,2017,18.0,8.4,0,0,1,0
Life's Too Short,2011,16.0,7.5,0,0,1,0
Forever,2018,18.0,7.2,0,0,1,0
Hustle,2004,16.0,8.1,0,0,1,0
Spawn,1997,18.0,8.1,0,0,1,0
Hunted,2012,18.0,6.6,0,0,1,0
Good Girls Revolt,2015,7.0,8.2,0,0,1,0
The Saint,1962,7.0,7.5,0,0,1,0
Klondike,2014,16.0,7.4,0,0,1,0
Mad Dogs,2015,18.0,7.5,0,0,1,0
Arthur,1996,7.0,7.3,0,0,1,0
American Experience,1988,7.0,8.5,0,0,1,0
The Cosby Show,1984,0.0,7.3,0,0,1,0
Parade's End,2012,18.0,7.6,0,0,1,0
Cold Feet,1998,7.0,8.2,0,0,1,0
Romanzo Criminale,2008,16.0,8.6,0,0,1,0
Tell Me You Love Me,2007,18.0,7.3,0,0,1,0
Hello Ladies,2013,18.0,7.4,0,0,1,0
This Is England '86,2010,18.0,8.3,0,0,1,0
Alpha House,2013,16.0,7.5,0,0,1,0
Family Tree,2013,18.0,7.4,0,0,1,0
The Kettering Incident,2016,18.0,6.9,0,0,1,0
The ABC Murders,2018,16.0,6.6,0,0,1,0
Jean-Claude Van Johnson,2016,18.0,7.7,0,0,1,0
Just Add Magic,2015,7.0,8.2,0,0,1,0
Isabel,2012,7.0,8.3,0,0,1,0
Lewis,2007,16.0,8.0,0,0,1,0
In Plain Sight,2008,16.0,7.3,0,0,1,0
Dororo,2019,18.0,8.4,0,0,1,0
Little Women,2017,7.0,7.2,0,0,1,0
Mission: Impossible,1966,7.0,7.6,0,0,1,0
Lucky Louie,2006,18.0,7.9,0,0,1,0
Fresh Meat,2011,18.0,7.9,0,0,1,0
Our Girl,2014,16.0,7.8,0,0,1,0
Princess Hours,2006,7.0,7.7,0,0,1,0
Malgudi Days,1987,0.0,9.5,0,0,1,0
Indian Summers,2015,18.0,7.2,0,0,1,0
Comrade Detective,2017,18.0,7.3,0,0,1,0
Secret Diary of a Call Girl,2007,18.0,7.4,0,0,1,0
Mister Rogers' Neighborhood,1968,0.0,8.6,0,0,1,0
Shaun the Sheep,2007,0.0,8.2,0,0,1,0
Dance Academy,2010,16.0,8.1,0,0,1,0
The Booth at the End,2010,16.0,8.3,0,0,1,0
Doctor Thorne,2016,7.0,7.2,0,0,1,0
Hand of God,2014,18.0,7.5,0,0,1,0
A Gifted Man,2011,7.0,7.0,0,0,1,0
Mercy Street,2016,7.0,7.4,0,0,1,0
The Men Who Built America,2012,7.0,8.6,0,0,1,0
Garfunkel and Oates,2014,18.0,7.5,0,0,1,0
Breaking In,2011,16.0,7.1,0,0,1,0
The Last Tycoon,2016,18.0,7.7,0,0,1,0
Infinity Train,2019,7.0,8.4,0,0,1,0
Underbelly,2008,18.0,8.1,0,0,1,0
Made in Heaven,2019,18.0,8.3,0,0,1,0
The Royals,2015,16.0,7.5,0,0,1,0
"Dr. Quinn, Medicine Woman",1993,7.0,6.7,0,0,1,0
Hunting Hitler,2015,7.0,7.5,0,0,1,0
Grounded for Life,2001,16.0,7.4,0,0,1,0
The Widow,2019,18.0,6.9,0,0,1,0
American Gothic,2016,16.0,6.7,0,0,1,0
The Pale Horse,2020,0.0,6.1,0,0,1,0
Cops,1989,18.0,7.0,0,0,1,0
Lore,2017,16.0,6.7,0,0,1,0
The Romanoffs,2018,7.0,7.0,0,0,1,0
Elizabeth I,2005,18.0,7.9,0,0,1,0
Angry Boys,2011,18.0,7.7,0,0,1,0
Beware the Batman,2013,7.0,7.3,0,0,1,0
Sea Patrol,2007,7.0,7.4,0,0,1,0
Totally Spies!,2001,7.0,7.0,0,0,1,0
Blood Ties,2007,16.0,7.2,0,0,1,0
Ghost Hunters,2004,7.0,6.2,0,0,1,0
Betas,2013,18.0,7.0,0,0,1,0
Blood & Treasure,2019,16.0,6.6,0,0,1,0
When the Levees Broke: A Requiem in Four Acts,2006,18.0,8.5,0,0,1,0
ReBoot,1994,7.0,7.8,0,0,1,0
All or Nothing,2016,18.0,8.6,0,0,1,0
Picnic at Hanging Rock,2018,16.0,6.1,0,0,1,0
I Love Dick,2016,18.0,6.2,0,0,1,0
Neverland,2013,7.0,6.4,0,0,1,0
Time Team,1994,0.0,8.5,0,0,1,0
Making the Cut,2020,16.0,6.6,0,0,1,0
The Last Post,2017,18.0,7.2,0,0,1,0
6teen,2004,7.0,7.2,0,0,1,0
Macross,1982,7.0,8.6,0,0,1,0
Wildfire,2005,16.0,7.5,0,0,1,0
The Street,2006,18.0,8.3,0,0,1,0
Reading Rainbow,1983,0.0,8.3,0,0,1,0
Green Acres,1965,0.0,7.2,0,0,1,0
Thomas & Friends,1984,0.0,6.6,0,0,1,0
Between Two Ferns with Zach Galifianakis,2008,16.0,8.4,0,0,1,0
Mr. Bean: The Animated Series,2002,0.0,6.8,0,0,1,0
Outrageous Fortune,2005,18.0,8.3,0,0,1,0
R. L. Stine's The Haunting Hour,2010,7.0,8.0,0,0,1,0
Frontline,1983,18.0,8.5,0,0,1,0
Dr. G: Medical Examiner,2004,16.0,8.3,0,0,1,0
The Darling Buds of May,1991,7.0,7.8,0,0,1,0
Appropriate Adult,2011,18.0,7.5,0,0,1,0
The Backyardigans,2004,7.0,6.9,0,0,1,0
Earth: Final Conflict,1997,7.0,6.2,0,0,1,0
Moon Embracing the Sun,2012,7.0,8.0,0,0,1,0
Wilfred,2007,18.0,7.9,0,0,1,0
Kung Fu Panda: The Paws of Destiny,2018,7.0,7.6,0,0,1,0
ReGenesis,2004,18.0,7.9,0,0,1,0
Bubble Guppies,2011,0.0,6.5,0,0,1,0
Ted Bundy: Falling for a Killer,2020,18.0,7.9,0,0,1,0
Oliver Twist,2007,7.0,7.4,0,0,1,0
Thunderbirds,1965,7.0,7.8,0,0,1,0
The Tribe,2001,7.0,7.7,0,0,1,0
Cybill,1995,7.0,6.8,0,0,1,0
The Young Riders,1989,7.0,7.8,0,0,1,0
Falling Water,2016,16.0,6.5,0,0,1,0
Wild Kratts,2011,0.0,7.7,0,0,1,0
Hell Girl,2005,18.0,7.5,0,0,1,0
A Touch of Cloth,2012,16.0,8.0,0,0,1,0
Inazuma Eleven,2008,7.0,7.9,0,0,1,0
Cagney & Lacey,1982,7.0,6.7,0,0,1,0
Code Lyoko,2003,7.0,7.3,0,0,1,0
One Mississippi,2016,18.0,7.3,0,0,1,0
Nature,1982,0.0,8.9,0,0,1,0
The National Parks: America's Best Idea,2009,16.0,8.6,0,0,1,0
Apparitions,2008,18.0,8.0,0,0,1,0
The Bold and the Beautiful,1987,16.0,3.4,0,0,1,0
Luck,2012,18.0,7.5,0,0,1,0
Gortimer Gibbon's Life on Normal Street,2014,0.0,8.2,0,0,1,0
I Shouldn't Be Alive,2005,7.0,8.0,0,0,1,0
The Dust Bowl,2012,7.0,8.2,0,0,1,0
Drifters,2013,18.0,7.7,0,0,1,0
Teen Mom OG,2009,7.0,3.6,0,0,1,0
Red Rock,2015,7.0,7.6,0,0,1,0
Beyond Belief: Fact or Fiction,1998,7.0,8.0,0,0,1,0
Titanic: Blood and Steel,2012,16.0,7.3,0,0,1,0
Empire Falls,2005,16.0,7.3,0,0,1,0
Secrets & Lies,2014,18.0,7.5,0,0,1,0
Z: The Beginning of Everything,2017,16.0,7.2,0,0,1,0
The Cyanide & Happiness Show,2014,16.0,8.0,0,0,1,0
Charles II: The Power and The Passion,2003,16.0,7.5,0,0,1,0
Durham County,2007,18.0,7.4,0,0,1,0
Rowan & Martin's Laugh-In,1968,7.0,8.0,0,0,1,0
Emmerdale,1972,7.0,4.8,0,0,1,0
Mankind: The Story of All of Us,2012,7.0,7.7,0,0,1,0
Wild at Heart,2006,7.0,7.4,0,0,1,0
Féminin/Féminin,2014,16.0,8.4,0,0,1,0
Land of the Lustrous,2017,16.0,7.9,0,0,1,0
That Girl,1966,7.0,7.1,0,0,1,0
Kavanagh QC,1995,18.0,7.5,0,0,1,0
Zoboomafoo,1999,7.0,7.5,0,0,1,0
Empresses In The Palace,2012,7.0,8.4,0,0,1,0
The Bible,2013,16.0,7.5,0,0,1,0
Little Britain USA,2008,18.0,7.6,0,0,1,0
Celebrity Ghost Stories,2009,7.0,7.1,0,0,1,0
Touched by an Angel,1994,7.0,6.0,0,0,1,0
RahXephon,2002,16.0,7.3,0,0,1,0
Olympus,2015,16.0,6.2,0,0,1,0
Home and Away,1988,7.0,5.0,0,0,1,0
Blue Water High,2005,0.0,7.0,0,0,1,0
The Collection,2016,7.0,7.1,0,0,1,0
Grand Blue,2018,18.0,7.7,0,0,1,0
Dilbert,1999,7.0,7.3,0,0,1,0
GRAND PRIX Driver,2018,7.0,7.7,0,0,1,0
Texas Rising,2015,16.0,6.7,0,0,1,0
American Playboy: The Hugh Hefner Story,2017,18.0,7.5,0,0,1,0
The Twelve Kingdoms,2002,16.0,8.1,0,0,1,0
Fearless,2017,18.0,7.6,0,0,1,0
Titanic,2012,16.0,6.0,0,0,1,0
Ultimate Force,2002,18.0,7.7,0,0,1,0
Grace Under Fire,1993,7.0,6.3,0,0,1,0
Daniel Tiger's Neighborhood,2012,0.0,7.4,0,0,1,0
Ax Men,2008,7.0,5.5,0,0,1,0
Cyberchase,2002,0.0,6.8,0,0,1,0
Clifford the Big Red Dog,2000,0.0,6.6,0,0,1,0
Dora the Explorer,2000,0.0,4.0,0,0,1,0
Years of Living Dangerously,2014,7.0,8.5,0,0,1,0
Bramwell,1995,0.0,8.0,0,0,1,0
Srugim,2008,16.0,8.4,0,0,1,0
The Incredible Journey of Mary Bryant,2005,18.0,7.4,0,0,1,0
Bakugan Battle Brawlers,2007,0.0,5.4,0,0,1,0
The Ruth Rendell Mysteries,1987,16.0,6.8,0,0,1,0
Tenjho Tenge,2004,18.0,7.0,0,0,1,0
Popular Mechanics for Kids,1997,0.0,8.4,0,0,1,0
Pingu,1986,0.0,7.4,0,0,1,0
Globe Trekker,2005,0.0,8.6,0,0,1,0
Wotakoi: Love is Hard for Otaku,2018,16.0,7.6,0,0,1,0
Miami Ink,2005,16.0,6.5,0,0,1,0
Aristocrats,1999,7.0,7.3,0,0,1,0
The King 2 Hearts,2012,7.0,7.8,0,0,1,0
Secrets of the Dead,2000,7.0,7.8,0,0,1,0
One Step Beyond,1959,0.0,7.8,0,0,1,0
King of the Road,2016,16.0,8.8,0,0,1,0
Cosby,1996,7.0,6.4,0,0,1,0
Wahlburgers,2014,16.0,6.8,0,0,1,0
The Busy World of Richard Scarry,1994,0.0,7.4,0,0,1,0
All or Nothing: Brazil National Team,2020,16.0,7.4,0,0,1,0
All or Nothing: New Zealand All Blacks,2018,16.0,8.3,0,0,1,0
7 Deadly Sins,2014,18.0,7.1,0,0,1,0
Captain N and the New Super Mario World,1991,0.0,6.6,0,0,1,0
The Big Comfy Couch,1993,0.0,7.1,0,0,1,0
Accidentally on Purpose,2009,7.0,6.3,0,0,1,0
On Death Row,2012,7.0,8.0,0,0,1,0
The Brain with Dr. David Eagleman,2015,7.0,8.7,0,0,1,0
Mike Hammer,1984,7.0,6.9,0,0,1,0
The Border,2008,7.0,6.9,0,0,1,0
The Ray Bradbury Theater,1985,7.0,7.5,0,0,1,0
Crisis in Six Scenes,2016,7.0,6.6,0,0,1,0
Top Shot,2010,7.0,7.6,0,0,1,0
Empress Ki,2013,0.0,7.7,0,0,1,0
Bobby's World,1990,0.0,7.3,0,0,1,0
Charlie Jade,2005,16.0,7.2,0,0,1,0
Strange Empire,2014,16.0,6.4,0,0,1,0
Petticoat Junction,1963,0.0,7.0,0,0,1,0
This Is Football,2019,16.0,8.3,0,0,1,0
Missing,2017,16.0,6.3,0,0,1,0
Superheroes: A Never-Ending Battle,2013,7.0,8.2,0,0,1,0
Whites,2010,18.0,7.6,0,0,1,0
Team Umizoomi,2010,0.0,6.0,0,0,1,0
The Saddle Club,2001,0.0,5.9,0,0,1,0
Street Fighter: Resurrection,2016,16.0,6.5,0,0,1,0
Oddities,2010,7.0,8.0,0,0,1,0
Captain Scarlet and the Mysterons,1967,0.0,7.9,0,0,1,0
Martha Speaks,2008,0.0,6.7,0,0,1,0
LoliRock,2014,0.0,7.1,0,0,1,0
Dinosaur Train,2009,0.0,6.6,0,0,1,0
Beat,2018,18.0,7.4,0,0,1,0
Анна-детективъ,2016,16.0,7.7,0,0,1,0
Re:Creators,2017,18.0,7.0,0,0,1,0
The Principal,2015,18.0,7.5,0,0,1,0
Beowulf: Return to the Shieldlands,2016,7.0,5.8,0,0,1,0
Moby Dick,1998,7.0,6.4,0,0,1,0
How We Got to Now,2014,7.0,8.6,0,0,1,0
The Man from Snowy River,1994,7.0,7.2,0,0,1,0
Charlie and Lola,2005,0.0,6.6,0,0,1,0
Lorena,2019,18.0,7.2,0,0,1,0
Killing Bites,2018,18.0,6.3,0,0,1,0
MonsterQuest,2007,7.0,7.1,0,0,1,0
Ronja the Robber's Daughter,2014,7.0,7.1,0,0,1,0
Genius by Stephen Hawking,2016,0.0,7.7,0,0,1,0
Teen Mom 2,2011,7.0,4.3,0,0,1,0
Where on Earth is Carmen Sandiego?,1994,7.0,7.3,0,0,1,0
Just Add Magic: Mystery City,2020,0.0,7.4,0,0,1,0
Tumble Leaf,2013,0.0,8.7,0,0,1,0
Steven Seagal: Lawman,2009,16.0,6.2,0,0,1,0
Barney & Friends,1992,0.0,3.8,0,0,1,0
Le Mans: Racing is Everything,2017,7.0,7.4,0,0,1,0
This Giant Beast That Is The Global Economy,2019,16.0,7.7,0,0,1,0
Yancy Derringer,1958,16.0,7.8,0,0,1,0
Undercover,2016,16.0,6.8,0,0,1,0
Hotel Impossible,2012,7.0,7.8,0,0,1,0
The Hunger,1997,18.0,6.3,0,0,1,0
My Mother and Other Strangers,2016,16.0,7.4,0,0,1,0
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,2019,16.0,5.2,0,0,1,0
Odd Squad,2014,0.0,6.5,0,0,1,0
Ice Pilots NWT,2009,7.0,7.5,0,0,1,0
The Dangerous Book for Boys,2018,7.0,5.9,0,0,1,0
Strictly Sexual The Series,2011,18.0,6.6,0,0,1,0
Gidget,1965,0.0,6.7,0,0,1,0
Ivanhoe,1997,7.0,7.4,0,0,1,0
Danger Man,1960,7.0,7.9,0,0,1,0
The New Yorker Presents,2016,18.0,6.5,0,0,1,0
Dark Knight,2000,13.0,5.3,0,0,1,0
Peep and the Big Wide World,2004,0.0,6.9,0,0,1,0
Fetch! with Ruff Ruffman,2006,0.0,7.5,0,0,1,0
The Greatest Love,2011,16.0,7.9,0,0,1,0
Anna Karenina,2017,18.0,6.6,0,0,1,0
Moby Dick,2011,18.0,6.2,0,0,1,0
Funny or Die Presents,2010,18.0,5.6,0,0,1,0
Becoming Human,2011,16.0,7.3,0,0,1,0
Everest: Beyond the Limit,2006,7.0,8.4,0,0,1,0
After the Rain,2018,18.0,7.4,0,0,1,0
Empire of the Tsars: Romanov Russia with Lucy Worsley,2016,7.0,7.6,0,0,1,0
Hammer House of Horror,1980,18.0,7.7,0,0,1,0
The Field of Blood,2011,18.0,7.3,0,0,1,0
Hoarding: Buried Alive,2010,7.0,6.6,0,0,1,0
The Mysterious Play,1995,16.0,7.9,0,0,1,0
The Delivery Man,2015,16.0,7.2,0,0,1,0
Deltora Quest,2007,0.0,7.0,0,0,1,0
Little Women: Dallas,2016,16.0,6.5,0,0,1,0
Supermarket Sweep,1990,0.0,7.3,0,0,1,0
Bridget & Eamon,2016,16.0,7.7,0,0,1,0
Long Strange Trip,2017,18.0,8.2,0,0,1,0
Timmy Time,2009,0.0,7.0,0,0,1,0
One Night Stand,1989,18.0,8.2,0,0,1,0
Bikini Destinations,2003,18.0,6.5,0,0,1,0
Valemont,2009,7.0,5.3,0,0,1,0
Hole in the Wall,2008,0.0,3.1,0,0,1,0
Maggie and the Ferocious Beast,2000,0.0,6.5,0,0,1,0
Thunderbirds Are Go!,2015,0.0,6.7,0,0,1,0
Step Dave,2014,0.0,7.5,0,0,1,0
Jessica,2004,16.0,7.6,0,0,1,0
Broken Blade,2014,18.0,7.0,0,0,1,0
Lucky Dog,2013,0.0,8.6,0,0,1,0
Go Girls,2009,18.0,7.0,0,0,1,0
UFO Hunters,2008,7.0,6.5,0,0,1,0
Girls' Last Tour,2017,16.0,7.5,0,0,1,0
Great British Railway Journeys,2010,0.0,7.9,0,0,1,0
James May's Toy Stories,2009,7.0,8.1,0,0,1,0
The Kicks,2015,0.0,7.0,0,0,1,0
Sarazanmai,2019,7.0,7.0,0,0,1,0
Dino Dana,2017,0.0,6.6,0,0,1,0
The New Adventures of Flash Gordon,1979,7.0,7.0,0,0,1,0
Defenders of the Earth,1986,7.0,7.1,0,0,1,0
Acapulco H.E.A.T.,1993,16.0,5.9,0,0,1,0
Sigmund and the Sea Monsters,1973,0.0,7.0,0,0,1,0
David el gnomo,1988,0.0,7.4,0,0,1,0
Kratts' Creatures,1996,0.0,8.1,0,0,1,0
Budding Prospects,2017,18.0,7.3,0,0,1,0
The Last Place on Earth,1985,16.0,8.1,0,0,1,0
The Adventures of Maya the Honey Bee,1975,0.0,6.7,0,0,1,0
Merlin's Apprentice,2006,16.0,5.3,0,0,1,0
Zero Hour,2004,7.0,7.9,0,0,1,0
Nova ScienceNow,2005,0.0,8.5,0,0,1,0
Prime Suspect: Tennison,2017,16.0,7.5,0,0,1,0
All or Nothing: The Dallas Cowboys,2018,18.0,7.7,0,0,1,0
Highlander: The Raven,1998,7.0,5.3,0,0,1,0
WordWorld,2007,0.0,6.7,0,0,1,0
Mansfield Park,1983,0.0,6.7,0,0,1,0
Nanny 911,2004,7.0,5.4,0,0,1,0
Pete the Cat,2017,0.0,7.5,0,0,1,0
True Tears,2008,7.0,7.3,0,0,1,0
East West 101,2007,18.0,7.3,0,0,1,0
Green Paradise,2011,0.0,9.3,0,0,1,0
Boarding School Juliet,2018,16.0,6.8,0,0,1,0
Hooked,2015,18.0,7.6,0,0,1,0
Hearts Afire,1992,7.0,7.0,0,0,1,0
Lost in Oz,2015,7.0,7.7,0,0,1,0
Dino Dan,2009,0.0,5.2,0,0,1,0
Finding Bigfoot,2011,7.0,4.2,0,0,1,0
Kannazuki no Miko,2004,16.0,6.6,0,0,1,0
Great Expectations,1998,18.0,7.2,0,0,1,0
Peg + Cat,2013,0.0,7.8,0,0,1,0
Pioneers of Television,2008,7.0,7.9,0,0,1,0
Eat the World with Emeril Lagasse,2016,16.0,7.9,0,0,1,0
Grimoire of Zero,2017,16.0,7.0,0,0,1,0
"Kokkoku, Moment by Moment",2018,18.0,7.0,0,0,1,0
Canimals,2011,0.0,7.0,0,0,1,0
American Ripper,2017,16.0,6.3,0,0,1,0
HBO Comedy Half-Hour,1994,7.0,7.9,0,0,1,0
Fireball XL5,1962,7.0,7.4,0,0,1,0
Just Because!,2017,7.0,6.8,0,0,1,0
The Underground,2006,18.0,5.4,0,0,1,0
Fireman Sam,1987,0.0,6.2,0,0,1,0
Nature Cat,2015,0.0,7.1,0,0,1,0
Blade of the Immortal,2008,16.0,6.7,0,0,1,0
Clifford's Puppy Days,2003,0.0,6.7,0,0,1,0
Wild Boys,2011,7.0,7.0,0,0,1,0
Girl/Girl Scene,2010,18.0,5.4,0,0,1,0
When We Go to War,2015,16.0,7.0,0,0,1,0
The Danny Thomas Show,1957,0.0,7.4,0,0,1,0
The Simple Life,2003,16.0,3.8,0,0,1,0
The Legend of Prince Valiant,1991,0.0,7.4,0,0,1,0
IRODUKU: The World in Colors,2018,16.0,7.3,0,0,1,0
Princess Principal,2017,18.0,7.3,0,0,1,0
Flash Gordon,2007,7.0,4.8,0,0,1,0
Leah Remini: It's All Relative,2014,16.0,6.9,0,0,1,0
The Sea Hunters,2002,0.0,8.0,0,0,1,0
Cape Town,2016,16.0,6.1,0,0,1,0
Fluffy's Food Adventures,2015,7.0,6.9,0,0,1,0
Rebel,2017,16.0,5.2,0,0,1,0
Transformers: Combiner Wars,2016,16.0,5.5,0,0,1,0
Barter Kings,2012,7.0,5.0,0,0,1,0
An American Girl Story - Melody 1963: Love Has to Win,2016,0.0,7.6,0,0,1,0
Date My Dad,2017,0.0,7.2,0,0,1,0
Crime Investigation Australia,2005,18.0,7.9,0,0,1,0
Niko and the Sword of Light,2017,0.0,7.7,0,0,1,0
The Eleven,2017,16.0,6.7,0,0,1,0
Blippi,2016,0.0,8.2,0,0,1,0
Annedroids,2014,0.0,6.2,0,0,1,0
GetBackers,2002,16.0,7.4,0,0,1,0
A Very British Coup,1988,18.0,8.3,0,0,1,0
Child Genius,2015,7.0,6.9,0,0,1,0
Oasis,2017,18.0,8.3,0,0,1,0
Atlantis High,2001,0.0,7.9,0,0,1,0
Charlie's Angels,2011,16.0,4.4,0,0,1,0
Welcome to the Ballroom,2017,16.0,7.7,0,0,1,0
Julia and Jacques Cooking at Home,1999,0.0,8.6,0,0,1,0
The Hive,2010,0.0,6.8,0,0,1,0
Homefront,2012,16.0,6.4,0,0,1,0
America Divided,2016,16.0,3.8,0,0,1,0
Comicstaan,2018,18.0,6.8,0,0,1,0
Hitler's bodyguard,2010,7.0,7.6,0,0,1,0
The Stinky & Dirty Show,2016,0.0,7.1,0,0,1,0
Busytown Mysteries,2007,0.0,6.3,0,0,1,0
Love and Lies,2017,16.0,5.9,0,0,1,0
Alexander the Great,2014,7.0,6.8,0,0,1,0
Arthur & George,2015,0.0,5.5,0,0,1,0
Bad Guy,2010,16.0,7.8,0,0,1,0
Postcards from Buster,2004,0.0,6.1,0,0,1,0
Spaceballs: The Animated Series,2008,18.0,4.3,0,0,1,0
Big Pacific,2017,0.0,8.4,0,0,1,0
A Fortunate Life,1986,7.0,7.9,0,0,1,0
Yuki Yuna is a Hero,2014,16.0,6.6,0,0,1,0
Wildest Africa,2013,7.0,8.1,0,0,1,0
Wild America,1982,0.0,8.6,0,0,1,0
Inside Jokes,2018,16.0,7.2,0,0,1,0
Jack Hunter and the Lost Treasure of Ugarit,2008,7.0,4.7,0,0,1,0
Amish Mafia,2012,16.0,3.0,0,0,1,0
The Vigilantes in Masks,2011,16.0,7.8,0,0,1,0
Only in America with Larry the Cable Guy,2011,16.0,6.4,0,0,1,0
Samurai Girls,2010,18.0,6.6,0,0,1,0
Survive This,2009,7.0,6.6,0,0,1,0
Il giovane Mussolini,1994,18.0,5.8,0,0,1,0
Londongrad,2015,7.0,5.8,0,0,1,0
Pandora's Box,2012,16.0,8.5,0,0,1,0
Circus,2010,7.0,8.3,0,0,1,0
Stories from the Stone Age,2004,0.0,8.5,0,0,1,0
A Woman Named Jackie,1991,7.0,6.7,0,0,1,0
Donnie Loves Jenny,2015,16.0,5.4,0,0,1,0
那年花開月正圓,2017,7.0,7.8,0,0,1,0
Hollywood Weapons,2017,7.0,7.6,0,0,1,0
Hero: 108,2010,0.0,5.5,0,0,1,0
Password Plus,1979,0.0,7.6,0,0,1,0
Ready Jet Go!,2016,0.0,6.0,0,0,1,0
Sworn to Secrecy: Secrets of War,1998,16.0,7.4,0,0,1,0
Brum,1991,7.0,6.2,0,0,1,0
Forensic Factor,2003,18.0,7.3,0,0,1,0
Jestination Unknown,2019,16.0,6.2,0,0,1,0
First Peoples,2015,0.0,7.9,0,0,1,0
Popeye and Son,1987,0.0,5.7,0,0,1,0
Animal Mechanicals,2008,0.0,5.7,0,0,1,0
A Craftsman’s Legacy,2014,0.0,9.0,0,0,1,0
Xavier Riddle and the Secret Museum,2019,0.0,7.6,0,0,1,0
Billion Dollar Wreck,2016,7.0,4.7,0,0,1,0
"Rich Bride, Poor Bride",2006,0.0,5.9,0,0,1,0
Xploration DIY Sci,2016,0.0,8.8,0,0,1,0
Horseland,2006,0.0,5.8,0,0,1,0
The Snowy Day,2016,0.0,7.2,0,0,1,0
Cool McCool,1966,7.0,7.2,0,0,1,0
Judge Faith,2014,7.0,7.0,0,0,1,0
If You Give a Mouse a Cookie,2015,7.0,6.1,0,0,1,0
Baby Talk,1991,0.0,4.2,0,0,1,0
I Am Innocent,2015,18.0,7.2,0,0,1,0
Hi-5,1999,0.0,6.4,0,0,1,0
"Glenn Martin, DDS",2009,16.0,4.1,0,0,1,0
Trail of Tears,1999,0.0,8.2,0,0,1,0
Liverpool 1,1998,7.0,7.0,0,0,1,0
Project G.e.e.K.e.R.,1996,0.0,7.5,0,0,1,0
Design Squad,2007,0.0,7.5,0,0,1,0
Danger & Eggs,2017,0.0,6.6,0,0,1,0
LEGO City,2011,0.0,5.2,0,0,1,0
Moses the Lawgiver,1975,0.0,6.0,0,0,1,0
Stacey David's GearZ,2010,0.0,8.8,0,0,1,0
Dangerous Encounters,2005,0.0,7.1,0,0,1,0
Looped,2016,0.0,6.3,0,0,1,0
Big Easy Motors,2016,7.0,6.2,0,0,1,0
The Bug Diaries,2019,0.0,5.5,0,0,1,0
Clifford the Big Red Dog,2019,0.0,5.9,0,0,1,0
Jessy & Nessy,2020,0.0,8.0,0,0,1,0
Greatest Tank Battles,2010,16.0,7.2,0,0,1,0
Mystery Files,2010,0.0,7.0,0,0,1,0
Killer Wave,2007,16.0,4.4,0,0,1,0
Franny's Feet,2004,0.0,6.3,0,0,1,0
Hostages of the SS,2015,7.0,7.4,0,0,1,0
Almost Naked Animals,2011,7.0,3.0,0,0,1,0
Haunting: Australia,2014,16.0,5.7,0,0,1,0
WWII's Greatest Raids,2014,7.0,7.1,0,0,1,0
Creative Galaxy,2013,0.0,4.9,0,0,1,0
Dance Moms: Miami,2012,16.0,4.0,0,0,1,0
Lidia's Kitchen,2013,0.0,7.6,0,0,1,0
Kemurikusa,2019,0.0,7.1,0,0,1,0
Closer to Truth,2000,0.0,8.4,0,0,1,0
Xploration Outer Space,2014,0.0,7.8,0,0,1,0
Bali,2006,0.0,5.5,0,0,1,0
Time Team America,2009,0.0,6.5,0,0,1,0
Parents,2012,16.0,5.8,0,0,1,0
Impossible Builds,2018,7.0,7.2,0,0,1,0
72 Hours,2013,16.0,5.8,0,0,1,0
Super Skyscrapers,2014,0.0,7.9,0,0,1,0
Fast Food Mania,2012,7.0,7.7,0,0,1,0
FBI Takedowns,2015,7.0,7.8,0,0,1,0
The Sheriffs are Coming,2012,0.0,6.8,0,0,1,0
Cosmic Quantum Ray,2009,0.0,5.7,0,0,1,0
Shadow Force,2008,16.0,7.4,0,0,1,0
SciGirls,2010,0.0,7.2,0,0,1,0
Pet Alien,2005,0.0,5.1,0,0,1,0
La La's Full Court Life,2011,16.0,6.4,0,0,1,0
Money Hungry,2010,16.0,6.9,0,0,1,0
The Irish Mob,2016,16.0,7.3,0,0,1,0
Music & Murder,2016,18.0,8.5,0,0,1,0
