Title,Year,Target Age >,IMDb,Netflix,Hulu,Prime Video,Disney+
Strawberry Shortcake,2003,0.0,4.8,1,0,0,0
Los heroes del norte,2011,16.0,7.2,1,0,0,0
Big Bad Beetleborgs,1996,7.0,6.3,1,0,0,0
Beat Bugs,2016,0.0,7.6,1,0,0,0
Basketball or Nothing,2019,7.0,7.5,1,0,0,0
The Iliza Shlesinger Sketch Show,2020,18.0,4.8,1,0,0,0
Days We Stared at the Sun,2010,16.0,7.9,1,0,0,0
13 Reasons Why: Beyond the Reasons,2017,18.0,6.5,1,0,0,0
Dinotrux,2015,7.0,7.0,1,0,0,0
Talking Tom and Friends,2014,0.0,6.2,1,0,0,0
Re:Mind,2017,18.0,5.0,1,0,0,0
Astronomy Club: The Sketch Show,2019,18.0,6.9,1,0,0,0
The Fix,2018,18.0,7.1,1,0,0,0
Rostered On,2017,16.0,8.4,1,0,0,0
ThirtTEEN Terrors,2014,16.0,6.9,1,0,0,0
Molang,2015,0.0,8.4,1,0,1,0
Samantha!,2018,7.0,6.5,1,0,0,0
Hero Mask,2018,16.0,6.2,1,0,0,0
First and Last,2018,18.0,6.8,1,0,0,0
Witch Hunt: A Century of Murder,2015,18.0,7.1,1,0,0,0
Haunted,2018,18.0,4.5,1,0,0,0
Supervolcano,2005,7.0,6.7,1,0,0,0
Yu-Gi-Oh! Zexal,2011,7.0,4.8,1,1,1,0
Friday Night Tykes,2014,16.0,6.8,1,0,0,0
Horrid Henry,2006,7.0,6.1,1,0,1,0
Go Back To Where You Came From,2011,18.0,8.1,1,0,0,0
Swift and Shift Couriers,2008,18.0,7.6,1,0,0,0
Kuromukuro,2016,16.0,7.2,1,0,0,0
Booba,2014,0.0,7.1,1,0,1,0
Burnistoun,2009,16.0,7.9,1,0,0,0
Project Mc²,2015,0.0,6.0,1,0,0,0
Campus,2009,16.0,7.4,1,0,0,0
Historical Roasts,2019,18.0,5.3,1,0,0,0
Goldie & Bear,2015,0.0,6.4,1,0,0,0
45 RPM,2019,16.0,7.3,1,0,0,0
Turbo FAST,2013,7.0,6.6,1,0,0,0
Storage Wars: Northern Treasures,2017,18.0,5.7,1,0,1,0
Inside the Criminal Mind,2018,18.0,5.4,1,1,0,0
Estocolmo,2016,18.0,5.8,1,0,0,0
Ingress: The Animation,2018,0.0,6.5,1,0,0,0
Nature's Weirdest Events,2012,0.0,6.8,1,0,0,0
My Little Pony: Equestria Girls,2017,0.0,6.5,1,0,0,0
Snow Wolf Family and Me,2014,0.0,8.2,1,0,0,0
21 Thunder,2017,18.0,6.2,1,0,0,0
Tong: Memories,2016,7.0,7.7,1,0,0,0
Smoking,2018,18.0,7.5,1,0,0,0
Heavy Rescue: 401,2017,7.0,6.9,1,0,0,0
LEGO Friends,2012,0.0,5.2,1,1,1,0
The Magic School Bus Rides Again,2017,0.0,6.2,1,0,0,0
Strawberry Shortcake's Berry Bitty Adventures,2010,0.0,6.1,1,0,0,0
Love O2O,2016,16.0,8.0,1,0,0,0
Zig and Sharko,2011,0.0,6.8,1,0,0,0
Some Assembly Required,2014,0.0,3.5,1,0,1,0
Afflicted,2018,18.0,4.9,1,0,0,0
Baby Daddy,2015,16.0,6.0,1,0,0,0
Fantastic,2016,16.0,7.3,1,0,0,0
Strong,2016,7.0,7.3,1,0,0,0
Grizzy & the Lemmings,2016,0.0,6.6,1,0,0,0
Apaches,2015,18.0,6.9,1,0,0,0
Puerta 7,2020,18.0,5.5,1,0,0,0
Lockdown,2006,7.0,7.3,1,0,0,0
Fate/EXTRA Last Encore,2018,18.0,5.3,1,0,0,0
Living Undocumented,2019,18.0,6.3,1,0,0,0
Dawn of the Croods,2015,7.0,5.9,1,0,0,0
The New Adventures of Figaro Pho,2015,0.0,7.1,1,1,0,0
Ocean Mysteries with Jeff Corwin,2011,0.0,8.2,1,0,1,0
Spectros,2020,18.0,4.4,1,0,0,0
revisions,2019,18.0,6.1,1,0,0,0
The Mortified Guide,2018,18.0,7.8,1,0,0,0
Dragons: Rescue Riders,2019,7.0,6.4,1,0,0,0
Real Rob,2015,18.0,6.4,1,0,0,0
Canada's Worst Handyman,2006,7.0,4.6,1,0,0,0
Hotel Transylvania,2017,7.0,5.3,1,0,0,0
Tales of Irish Castles,2015,7.0,7.3,1,0,0,0
Magmel of the Sea Blue,2019,7.0,6.2,1,0,0,0
The Unremarkable Juanquini,2020,16.0,4.1,1,0,0,0
Lo que la verdad esconde: El caso Asunta,2017,16.0,7.4,1,0,0,0
Castlevania: Hymn of Blood,2012,18.0,7.8,1,0,0,0
We Speak Dance,2018,7.0,7.5,1,0,0,0
Ninja Turtles: The Next Mutation,1997,7.0,4.4,1,0,0,0
Don't Watch This,2018,16.0,3.2,1,0,0,0
Monty Python's Personal Best,2006,16.0,8.0,1,0,0,0
Pacific Heat,2016,16.0,5.7,1,0,0,0
72 Dangerous Places to Live,2016,18.0,6.4,1,0,0,0
Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,18.0,6.6,1,0,0,0
Hello Ninja,2019,0.0,7.5,1,0,0,0
Murderous Affairs,2016,16.0,6.7,1,0,0,0
Exhibit A,2019,18.0,6.2,1,0,0,0
Extreme Engagement,2019,18.0,5.5,1,0,0,0
Cupcake & Dino - General Services,2018,7.0,7.5,1,0,0,0
Earth to Luna!,2014,0.0,7.4,1,0,1,0
Super Monsters,2017,0.0,6.7,1,0,0,0
Death by Magic,2018,7.0,6.1,1,0,0,0
Khotey Sikkey,2011,7.0,7.3,1,0,0,0
The Degenerates,2018,18.0,6.1,1,0,0,0
Larry Charles' Dangerous World of Comedy,2019,18.0,7.3,1,0,0,0
Boca Juniors Confidential,2018,0.0,6.5,1,0,0,0
Under Arrest,2016,16.0,7.3,1,0,0,0
ReBoot: The Guardian Code,2018,7.0,3.7,1,0,0,0
Becoming Champions,2018,0.0,6.7,1,0,0,0
Carver Kings,2015,7.0,8.2,1,0,0,0
YG Future Strategy Office,2018,7.0,7.1,1,0,0,0
Three Days of Christmas,2019,18.0,6.8,1,0,0,0
Empire Games,2018,7.0,5.6,1,0,0,0
All About the Washingtons,2018,0.0,4.2,1,0,0,0
Dino Girl Gauko,2019,7.0,7.1,1,0,0,0
Idiotest,2014,7.0,5.7,1,0,0,0
Skin Wars: Fresh Paint,2016,16.0,6.2,1,0,0,0
My Runway,2016,7.0,6.2,1,0,0,0
The Rap Game,2016,7.0,5.3,1,1,0,0
Mob Psycho 100,2018,0.0,5.1,1,0,0,0
Flinch,2019,7.0,4.0,1,0,0,0
Dinotrux: Supercharged,2017,7.0,7.1,1,0,0,0
"Noddy, Toyland Detective",2016,0.0,7.0,1,0,0,0
Inspector Gadget,2015,0.0,4.4,1,0,0,0
Word Party,2016,0.0,6.2,1,0,0,0
Hoff the Record,2015,16.0,6.9,1,0,1,0
Best.Worst.Weekend.Ever.,2018,7.0,6.3,1,0,0,0
Popples,1986,0.0,6.4,1,0,0,0
The Goop Lab,2020,18.0,2.3,1,0,0,0
The Hairy Bikers' Asian Adventure,2014,7.0,6.9,1,0,0,0
The Fierce Wife,2010,16.0,6.7,1,0,0,0
Top 10 Secrets and Mysteries,2016,7.0,5.1,1,0,0,0
Charlie's Colorforms City,2019,0.0,8.0,1,0,0,0
El Cartel 2,2010,16.0,6.8,1,0,0,0
Westside,2018,16.0,5.8,1,0,0,0
The In-Laws,2003,13.0,5.7,1,0,0,0
Last Hope,2018,16.0,5.8,1,0,0,0
Birdie Buddy,2011,7.0,7.4,1,0,0,0
Home: Adventures with Tip & Oh,2016,7.0,5.8,1,0,0,0
The Casketeers,2018,16.0,7.1,1,0,0,0
Kong: King of the Apes,2016,7.0,5.8,1,0,0,0
The Dandy,2015,0.0,5.9,1,0,0,0
Eugenie Nights - ليالي أوجيني,2018,16.0,7.6,1,0,0,0
Cromo,2015,16.0,6.8,1,0,0,0
The Last Nazis,2009,7.0,6.6,1,0,0,0
Happy Jail,2019,18.0,8.0,1,0,0,0
Gunslinger Girl: Il Teatrino,2008,16.0,7.0,1,0,0,0
The Good Bandit,2019,18.0,7.4,1,0,0,0
Follow This,2018,18.0,4.8,1,0,0,0
Fugitiva,2018,18.0,5.6,1,0,0,0
Tijuana,2019,16.0,7.1,1,0,0,0
Lily's Driftwood Bay,2014,0.0,7.9,1,0,0,0
Tamra Island,2009,16.0,7.5,1,0,0,0
Polly Pocket,2018,7.0,6.4,1,1,0,0
The Naked Truth,2016,16.0,6.6,1,0,0,0
Cloudy with a Chance of Meatballs,2017,0.0,3.3,1,0,0,0
Green Door,2019,18.0,6.1,1,0,0,0
Simon,1995,0.0,7.3,1,0,0,0
Stand Up and Away! with Brian Regan,2018,16.0,5.8,1,0,0,0
Styling Hollywood,2019,16.0,7.3,1,0,0,0
Edha,2018,18.0,4.7,1,0,0,0
Pororo the Little Penguin,2003,0.0,5.8,1,1,1,0
YooHoo to the Rescue,2019,0.0,6.6,1,0,0,0
Llama Llama,2018,0.0,6.1,1,0,0,0
Care Bears: Welcome to Care-a-Lot,2012,0.0,5.4,1,0,0,0
Richie Rich,2015,0.0,3.2,1,0,0,0
Justin Time,2011,0.0,6.7,1,0,0,0
Devlok with Devdutt Pattanaik,2015,0.0,8.1,1,0,0,0
Top 10 Architecture,2016,0.0,7.0,1,0,0,0
The Ollie & Moon Show,2017,0.0,8.2,1,0,0,0
P. King Duckling,2018,0.0,6.2,1,0,0,0
Women Behind Bars,2008,16.0,6.5,1,0,0,0
Bible's Buried Secrets,2011,0.0,5.2,1,0,0,0
Emergency,2015,16.0,7.5,1,0,0,0
Station Horizon,2015,7.0,7.2,1,0,0,0
The Sound of Your Heart: Reboot,2018,7.0,5.6,1,0,0,0
Maya the Bee,2013,0.0,5.7,1,0,0,0
Care Bears and Cousins,2015,0.0,6.7,1,0,0,0
H2O - Abenteuer Meerjungfrau,2015,7.0,6.0,1,0,0,0
Prince of Peoria,2018,0.0,5.4,1,0,0,0
Harvey Street Kids,2018,7.0,6.1,1,0,0,0
Sadqay Tumhare,2014,7.0,7.4,1,0,0,0
Scaredy Squirrel,2011,0.0,4.1,1,0,0,0
True and the Rainbow Kingdom,2017,0.0,6.9,1,0,0,0
Larva,2011,0.0,7.4,1,0,0,0
ID-0,2017,16.0,6.0,1,0,0,0
Bo on the Go!,2007,0.0,5.2,1,0,0,0
Small Shots,2017,18.0,7.0,1,0,0,0
Droppin' Cash: Los Angeles,2018,16.0,3.5,1,0,0,0
Littlest Pet Shop: A World of Our Own,2018,0.0,6.4,1,0,0,0
The Outsiders,2004,16.0,7.4,1,0,0,0
Cabins in the Wild with Dick Strawbridge,2017,7.0,6.6,1,0,0,0
Jusqu'à l'Aube,2020,18.0,3.4,1,0,0,0
Transformers: Rescue Bots Academy,2019,0.0,6.8,1,0,0,0
Poppy Cat,2013,0.0,5.1,1,0,0,0
Miss Rose,2012,0.0,6.0,1,0,0,0
Russell Peters vs. the World,2013,18.0,5.5,1,0,0,0
Invizimals,2014,7.0,5.0,1,0,0,0
Part-Time Idol,2017,7.0,7.2,1,0,0,0
Life Plan A and B,2017,7.0,7.6,1,0,0,0
Gordon Buchanan: Elephant Family & Me,2016,7.0,7.7,1,0,0,0
Splash and Bubbles,2016,0.0,6.3,1,0,0,0
YooHoo & Friends (US),2012,0.0,6.1,1,0,0,0
Chip and Potato,2018,0.0,6.9,1,0,0,0
LEGO Friends: Girls on a Mission,2018,0.0,7.0,1,0,1,0
Yummy Mummies,2017,7.0,4.0,1,0,0,0
Robozuna,2018,7.0,6.0,1,0,0,0
Chasing Cameron,2016,7.0,3.6,1,0,0,0
Pinky Malinky,2019,7.0,5.6,1,0,0,0
Kibaoh Klashers,2017,7.0,5.9,1,0,0,0
Kulipari: An Army of Frogs,2016,7.0,6.9,1,0,0,0
Robot Trains,2017,0.0,5.4,1,0,1,0
Kahi Suni,2015,7.0,6.7,1,0,0,0
Wanda and the Alien,2014,0.0,6.5,1,0,0,0
Spy Kids: Mission Critical,2018,0.0,4.6,1,0,0,0
Masha's Spooky Stories,2014,0.0,5.0,1,0,0,0
Life on Location,2009,0.0,7.5,1,0,0,0
Kulipari: Dream Walker,2018,7.0,7.3,1,0,0,0
Luna Petunia,2016,0.0,6.4,1,0,0,0
License To Drill Louisiana,2014,16.0,6.5,1,0,0,0
"Everyday Miracles: The Genius of Sofas, Stockings and Scanners",2014,0.0,7.5,1,0,0,0
Great Wild North,2015,7.0,5.4,1,0,0,0
The Sporting Mavericks,2016,0.0,6.5,1,0,0,0
Leo & Tig,2017,0.0,6.8,1,0,0,0
Luo Bao Bei,2018,0.0,7.2,1,0,0,0
The Garden of Heaven,2011,16.0,8.0,1,0,0,0
OH NO! It's An Alien Invasion,2013,0.0,5.5,1,0,0,0
Inst@famous,2018,18.0,3.6,1,0,0,0
Fabulosas Flores,2015,16.0,7.7,1,0,0,0
Jimmy: The True Story of a True Idiot,2018,0.0,6.4,1,0,0,0
Bottersnikes & Gumbles,2016,7.0,5.1,1,0,0,0
Atomic Puppet,2016,7.0,5.1,1,0,0,0
Fangbone!,2016,7.0,5.6,1,0,0,0
Stunt Science,2018,18.0,4.6,1,0,0,0
Changing Seas,2009,0.0,6.6,1,0,0,0
Grami's Circus Show,2014,0.0,5.1,1,0,0,0
Shopkins,2014,0.0,3.2,1,0,0,0
Six Puppies and Us,2015,0.0,6.8,1,0,0,0
Rick and Morty,2013,18.0,9.2,0,1,0,0
Fargo,2014,18.0,8.9,0,1,0,0
Vikings,2013,18.0,8.5,0,1,1,0
Brooklyn Nine-Nine,2013,16.0,8.4,0,1,0,0
The Simpsons,1989,7.0,8.7,0,1,0,1
Lost,2004,16.0,8.3,0,1,0,0
Prison Break,2005,16.0,8.3,0,1,0,0
Modern Family,2009,16.0,8.4,0,1,0,0
Firefly,2002,16.0,9.0,0,1,0,0
Seinfeld,1989,7.0,8.8,0,1,0,0
It's Always Sunny in Philadelphia,2005,18.0,8.8,0,1,0,0
Killing Eve,2018,16.0,8.3,0,1,0,0
South Park,1997,18.0,8.7,0,1,0,0
How I Met Your Mother,2005,16.0,8.3,0,1,0,0
Futurama,1999,16.0,8.4,0,1,0,0
The Handmaid's Tale,2017,18.0,8.5,0,1,0,0
Sons of Anarchy,2008,18.0,8.6,0,1,0,0
Gravity Falls,2012,7.0,8.9,0,1,0,1
What We Do in the Shadows,2019,18.0,8.4,0,1,0,0
Archer,2009,18.0,8.6,0,1,0,0
This Is Us,2016,16.0,8.7,0,1,0,0
Pride and Prejudice,1995,0.0,8.9,0,1,1,0
Justified,2010,18.0,8.6,0,1,0,0
Scrubs,2001,7.0,8.3,0,1,0,0
The X-Files,1993,16.0,8.6,0,1,0,0
My Hero Academia,2016,16.0,8.5,0,1,0,0
Adventure Time,2010,7.0,8.6,0,1,0,0
24,2001,16.0,8.3,0,1,0,0
White Collar,2009,16.0,8.2,0,1,0,0
Friday Night Lights,2006,7.0,8.7,0,1,0,0
Mr. Bean,1990,0.0,8.5,0,1,1,0
Buffy the Vampire Slayer,1997,7.0,8.2,0,1,0,0
Bob's Burgers,2011,16.0,8.1,0,1,0,0
30 Rock,2006,16.0,8.2,0,1,1,0
Legion,2017,16.0,8.3,0,1,0,0
Elementary,2012,16.0,7.9,0,1,0,0
Taboo,2017,16.0,8.4,0,1,0,0
Atlanta,2016,18.0,8.6,0,1,0,0
The Shield,2002,18.0,8.7,0,1,0,0
The Office,2001,16.0,8.5,0,1,0,0
Black Books,2000,7.0,8.5,0,1,1,0
Naruto Shippūden,2007,7.0,8.6,0,1,0,0
9/1/2001,2018,16.0,7.7,0,1,0,0
Misfits,2009,18.0,8.2,0,1,0,0
Veronica Mars,2004,16.0,8.3,0,1,0,0
11.22.63,2016,18.0,8.2,0,1,0,0
Frasier,1993,7.0,8.0,0,1,0,0
Line of Duty,2012,18.0,8.6,0,1,0,0
Bones,2005,16.0,7.8,0,1,1,0
Steins;Gate,2011,16.0,8.8,0,1,0,0
The Killing,2011,18.0,8.2,0,1,0,0
The Good Doctor,2017,16.0,8.2,0,1,0,0
Preacher,2016,18.0,8.0,0,1,0,0
The Orville,2017,16.0,8.0,0,1,0,0
Peep show,2003,18.0,8.6,0,1,1,0
Desperate Housewives,2004,7.0,7.4,0,1,0,0
RuPaul's Drag Race,2009,16.0,8.5,0,1,1,0
Battlestar Galactica,2004,16.0,8.6,0,1,0,0
Over the Garden Wall,2014,7.0,8.8,0,1,0,0
Revenge,2011,16.0,7.8,0,1,0,0
Tokyo Ghoul,2014,18.0,7.9,0,1,0,0
Superstore,2015,16.0,7.8,0,1,0,0
Lie to Me,2009,16.0,8.0,0,1,0,0
One Piece,1999,7.0,8.7,0,1,0,0
Spaced,1999,18.0,8.6,0,1,0,0
12 Monkeys,2015,16.0,7.7,0,1,0,0
Blue Bloods,2010,16.0,7.5,0,1,1,0
Devs,2020,18.0,7.8,0,1,0,0
The Rookie,2018,16.0,8.1,0,1,0,0
DAVE,2020,18.0,8.4,0,1,0,0
Younger,2015,16.0,7.8,0,1,0,0
Food Wars! Shokugeki no Soma,2015,18.0,8.3,0,1,0,0
Smallville,2001,7.0,7.4,0,1,0,0
Dirk Gently's Holistic Detective Agency,2016,16.0,8.3,0,1,0,0
Broad City,2014,18.0,8.4,0,1,0,0
Workaholics,2011,18.0,8.1,0,1,1,0
Dead Like Me,2003,16.0,8.1,0,1,1,0
Nathan For You,2013,16.0,8.8,0,1,0,0
Angel,1999,7.0,7.9,0,1,0,0
Timeless,2016,7.0,7.7,0,1,0,0
Castle Rock,2018,18.0,7.6,0,1,0,0
Fresh Off the Boat,2015,7.0,7.8,0,1,0,0
You're the Worst,2014,18.0,8.1,0,1,0,0
The Affair,2014,18.0,7.9,0,1,0,0
Elfen Lied,2004,18.0,8.0,0,1,1,0
The Last Ship,2014,16.0,7.5,0,1,0,0
Everybody Hates Chris,2005,7.0,7.4,0,1,0,0
Raising Hope,2010,16.0,8.0,0,1,0,0
Boston Legal,2004,16.0,8.4,0,1,0,0
Cowboy Bebop,1998,18.0,8.9,0,1,0,0
The Terror,2018,18.0,8.0,0,1,0,0
Stargate SG-1,1997,7.0,8.4,0,1,1,0
Future Man,2017,18.0,7.8,0,1,0,0
Inside No. 9,2014,18.0,8.5,0,1,0,0
Zoey's Extraordinary Playlist,2020,16.0,8.1,0,1,0,0
The Strain,2014,18.0,7.3,0,1,0,0
The Venture Bros.,2004,18.0,8.5,0,1,0,0
Demon Slayer: Kimetsu no Yaiba,2019,18.0,8.8,0,1,0,0
The League,2009,18.0,8.2,0,1,0,0
Parenthood,2010,7.0,8.2,0,1,0,0
Samurai Champloo,2004,18.0,8.5,0,1,0,0
Mrs. America,2020,18.0,7.5,0,1,0,0
Marvel's Runaways,2017,16.0,7.0,0,1,0,1
Please Like Me,2013,18.0,8.5,0,1,0,0
My Name Is Earl,2005,16.0,7.7,0,1,0,0
Little Fires Everywhere,2020,18.0,7.7,0,1,0,0
The Act,2019,18.0,8.0,0,1,0,0
Dollhouse,2009,16.0,7.7,0,1,0,0
Southland,2009,16.0,8.4,0,1,0,0
Dragon Ball,1986,16.0,8.5,0,1,0,0
Damages,2007,18.0,8.1,0,1,0,0
Looking for Alaska,2019,18.0,8.1,0,1,0,0
American Dad!,2005,16.0,7.3,0,1,0,0
Legend of the Seeker,2008,16.0,7.6,0,1,0,0
The Exorcist,2016,16.0,8.1,0,1,0,0
Awkward.,2011,16.0,7.5,0,1,1,0
Brockmire,2017,18.0,8.1,0,1,0,0
High Fidelity,2020,18.0,7.6,0,1,0,0
Better Things,2016,7.0,7.7,0,1,0,0
Happy Endings,2011,16.0,7.7,0,1,0,0
Fear the Walking Dead,2015,18.0,6.9,0,1,0,0
TRIGUN,1998,7.0,8.3,0,1,0,0
In the Flesh,2013,18.0,8.0,0,1,0,0
The Bridge,2011,18.0,8.6,0,1,0,0
Chicago P.D.,2014,16.0,8.1,0,1,1,0
Better Off Ted,2009,7.0,8.2,0,1,0,0
The Gifted,2017,16.0,7.4,0,1,0,0
Lethal Weapon,2016,16.0,7.9,0,1,0,0
The Last Man on Earth,2015,16.0,7.3,0,1,0,0
Chicago Fire,2012,16.0,7.9,0,1,0,0
Sleepy Hollow,2013,16.0,7.4,0,1,0,0
Rescue Me,2004,18.0,8.3,0,1,0,0
Horace and Pete,2016,18.0,8.5,0,1,0,0
Snowfall,2017,18.0,8.0,0,1,0,0
Shadowhunters,2016,16.0,6.6,0,1,0,0
Top of the Lake,2013,18.0,7.5,0,1,0,0
Prime Suspect,1991,18.0,8.4,0,1,0,0
Deutschland,2015,18.0,8.1,0,1,0,0
Rizzoli & Isles,2010,16.0,7.6,0,1,0,0
Stargate Universe,2009,16.0,7.6,0,1,1,0
Key & Peele,2012,18.0,8.3,0,1,0,0
The Mighty Boosh,2004,16.0,8.3,0,1,0,0
Blindspot,2015,16.0,7.4,0,1,0,0
Stumptown,2019,16.0,7.5,0,1,0,0
The Mindy Project,2012,16.0,7.4,0,1,0,0
Empire,2015,16.0,7.4,0,1,0,0
Quantum Leap,1989,7.0,8.1,0,1,0,0
The Librarians,2014,16.0,7.3,0,1,0,0
The Middle,2009,7.0,7.5,0,1,0,0
The Resident,2018,16.0,7.6,0,1,0,0
Manifest,2018,16.0,7.2,0,1,0,0
Saturday Night Live,1975,16.0,8.1,0,1,0,0
Survivor,2000,7.0,7.2,0,1,1,0
Nip/Tuck,2003,18.0,7.6,0,1,0,0
New Amsterdam,2018,16.0,8.1,0,1,0,0
Hellsing Ultimate,2006,18.0,8.3,0,1,0,0
Steven Universe,2013,7.0,8.2,0,1,0,0
Drake & Josh,2004,7.0,7.7,0,1,0,0
Ugly Betty,2006,7.0,6.5,0,1,0,0
black-ish,2014,7.0,7.1,0,1,0,0
Marvel's Cloak & Dagger,2018,16.0,6.7,0,1,0,0
Wilfred,2011,18.0,7.8,0,1,0,0
Catch-22,2019,18.0,7.8,0,1,0,0
Stargate Atlantis,2004,7.0,8.1,0,1,1,0
M*A*S*H,1972,7.0,8.4,0,1,0,0
Invader Zim,2001,7.0,8.3,0,1,0,0
For Life,2020,16.0,7.5,0,1,0,0
Wayward Pines,2015,16.0,7.4,0,1,0,0
Sailor Moon,1992,16.0,7.7,0,1,0,0
Home Movies,1999,7.0,8.0,0,1,0,0
Mr Inbetween,2018,18.0,8.3,0,1,0,0
Mayans M.C.,2018,18.0,7.5,0,1,0,0
The Unit,2006,16.0,8.1,0,1,0,0
I Love Lucy,1951,0.0,8.4,0,1,0,0
Nashville,2012,7.0,7.7,0,1,0,0
NYPD Blue,1993,18.0,7.5,0,1,1,0
Ramy,2019,18.0,8.0,0,1,0,0
Don't Trust the B---- in Apartment 23,2012,16.0,7.3,0,1,0,0
MythBusters,2003,7.0,8.3,0,1,0,0
The Goldbergs,2013,7.0,8.1,0,1,0,0
Letterkenny,2016,18.0,8.7,0,1,0,0
Cougar Town,2009,7.0,6.9,0,1,1,0
Regular Show,2010,7.0,8.4,0,1,0,0
Motherland: Fort Salem,2020,16.0,6.9,0,1,0,0
Bunheads,2012,16.0,7.6,0,1,0,0
CSI: Crime Scene Investigation,2000,16.0,7.6,0,1,0,0
One Tree Hill,2003,16.0,7.6,0,1,0,0
Afro Samurai,2007,18.0,7.7,0,1,0,0
Graceland,2013,16.0,7.7,0,1,0,0
Scream Queens,2015,16.0,7.1,0,1,0,0
Genius,2017,7.0,8.4,0,1,0,0
The Looming Tower,2018,18.0,8.0,0,1,0,0
The Promised Neverland,2019,18.0,8.8,0,1,0,0
Pinky and the Brain,1995,0.0,7.9,0,1,0,0
Married... with Children,1987,7.0,8.0,0,1,0,0
Last Man Standing,2011,16.0,7.6,0,1,0,0
Emergence,2019,16.0,7.2,0,1,0,0
Terriers,2010,18.0,8.4,0,1,0,0
UnREAL,2015,18.0,7.8,0,1,0,0
Blackadder,1983,7.0,8.1,0,1,1,0
The Hitchhiker's Guide to the Galaxy,1981,7.0,8.0,0,1,1,0
Witches of East End,2013,16.0,7.6,0,1,0,0
The Wonder Years,1988,7.0,8.3,0,1,0,0
Robot Chicken,2005,18.0,7.7,0,1,0,0
Harlots,2017,18.0,7.7,0,1,0,0
Good Behavior,2016,16.0,8.1,0,1,0,0
The Golden Girls,1985,7.0,7.9,0,1,0,0
RuPaul's Drag Race All Stars,2012,16.0,8.6,0,1,0,0
Will & Grace,1998,16.0,7.2,0,1,0,0
The Outer Limits,1963,7.0,8.2,0,1,0,0
Salem,2014,18.0,7.1,0,1,0,0
The Hot Zone,2019,16.0,7.3,0,1,0,0
Baskets,2016,18.0,7.5,0,1,0,0
Make It or Break It,2009,16.0,7.5,0,1,0,0
Sliders,1995,7.0,7.4,0,1,0,0
The Amazing World of Gumball,2011,7.0,8.2,0,1,0,0
A Million Little Things,2018,16.0,7.9,0,1,0,0
Man Seeking Woman,2015,18.0,7.7,0,1,0,0
Wu-Tang: An American Saga,2019,18.0,8.3,0,1,0,0
Ally McBeal,1997,16.0,6.8,0,1,0,0
Siren,2018,16.0,7.0,0,1,0,0
The Detour,2016,7.0,7.7,0,1,0,0
Kaguya-sama: Love is War,2019,16.0,8.1,0,1,0,0
My Mad Fat Diary,2013,16.0,8.4,0,1,0,0
High School DxD,2012,18.0,7.6,0,1,0,0
Face Off,2011,7.0,8.2,0,1,0,0
Mom,2013,16.0,7.2,0,1,0,0
Full House,1987,0.0,6.7,0,1,0,0
ER,1994,16.0,7.7,0,1,0,0
PEN15,2019,18.0,7.9,0,1,0,0
Roseanne,1988,7.0,7.0,0,1,0,0
Touch,2012,7.0,7.4,0,1,0,0
Sesame Street,1969,0.0,8.1,0,1,1,0
Hell's Kitchen,2005,16.0,7.1,0,1,1,0
Shark Tank,2009,7.0,7.6,0,1,0,0
The Baker and the Beauty,2020,7.0,7.1,0,1,0,0
The Amazing Race,2001,7.0,7.6,0,1,1,0
Daria,1997,16.0,8.0,0,1,0,0
War and Peace,2016,16.0,8.2,0,1,0,0
SIX,2017,18.0,7.3,0,1,0,0
Legit,2013,18.0,8.2,0,1,0,0
Star vs. the Forces of Evil,2015,7.0,8.0,0,1,0,1
The Brady Bunch,1969,0.0,6.7,0,1,0,0
Chicago Med,2015,16.0,7.5,0,1,0,0
Ghost Adventures,2008,7.0,7.5,0,1,0,0
Body of Proof,2011,16.0,7.1,0,1,0,0
Roots,2016,16.0,7.9,0,1,0,0
Ghost Whisperer,2005,7.0,6.3,0,1,1,0
Digimon Adventure,1999,7.0,7.3,0,1,0,0
Whitechapel,2009,7.0,7.9,0,1,0,0
Tyrant,2014,18.0,7.8,0,1,0,0
Breeders,2020,18.0,7.1,0,1,0,0
Ben 10,2005,7.0,7.2,0,1,0,0
Alfred Hitchcock Presents,1955,16.0,8.5,0,1,0,0
Solar Opposites,2020,18.0,8.2,0,1,0,0
Everything's Gonna Be Okay,2020,16.0,7.0,0,1,0,0
Roswell,1999,16.0,7.5,0,1,0,0
Casual,2015,16.0,7.5,0,1,0,0
Psycho-Pass,2012,16.0,8.2,0,1,1,0
Boruto: Naruto Next Generations,2017,16.0,7.1,0,1,0,0
Battlestar Galactica,1978,7.0,7.2,0,1,0,0
Chance,2016,16.0,7.7,0,1,0,0
Shameless,2004,18.0,8.0,0,1,1,0
Yu Yu Hakusho,1992,16.0,8.4,0,1,1,0
Jane Eyre,2006,7.0,8.3,0,1,0,0
Dexter's Laboratory,1996,0.0,7.9,0,1,0,0
WWE Raw,1993,7.0,7.8,0,1,0,0
Pretty Little Liars: The Perfectionists,2019,16.0,7.1,0,1,0,0
Greek,2007,16.0,7.5,0,1,0,0
Flashpoint,2008,16.0,7.7,0,1,1,0
The Wrong Mans,2013,18.0,7.8,0,1,0,0
Legends,2014,16.0,7.5,0,1,0,0
Black Clover,2017,16.0,8.0,0,1,0,0
Shrill,2019,18.0,7.4,0,1,0,0
